feature,drift_type,baseline_missing_rate,batch_missing_rate,absolute_difference,threshold,drift_flag,baseline_mean,batch_mean,baseline_std,std_multiplier,status,baseline_median,batch_median,baseline_p90,batch_p90,batch_date
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
Number of sexual partners,missingness,0.028333333333333332,0.0,0.028333333333333332,0.2,False,,,,,,,,,,2026-05-08
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-08
Num of pregnancies,missingness,0.06166666666666667,0.0,0.06166666666666667,0.2,False,,,,,,,,,,2026-05-08
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-08
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-08
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-08
Hormonal Contraceptives,missingness,0.145,0.0,0.145,0.2,False,,,,,,,,,,2026-05-08
Hormonal Contraceptives (years),missingness,0.145,0.0,0.145,0.2,False,,,,,,,,,,2026-05-08
IUD,missingness,0.15333333333333332,0.05263157894736842,0.1007017543859649,0.2,False,,,,,,,,,,2026-05-08
IUD (years),missingness,0.15333333333333332,0.05263157894736842,0.1007017543859649,0.2,False,,,,,,,,,,2026-05-08
STDs,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs (number),missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:syphilis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:genital herpes,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:AIDS,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:HIV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:Hepatitis B,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs:HPV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-08
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-08
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-08
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-08
Age,numeric_mean_shift,,,1.2627192982456137,16.536893207325036,False,26.841666666666665,25.57894736842105,8.268446603662518,2.0,evaluated,,,,,2026-05-08
Number of sexual partners,numeric_mean_shift,,,0.5466281484156361,2.8426416589727617,False,2.4939965694682678,1.9473684210526316,1.4213208294863808,2.0,evaluated,,,,,2026-05-08
First sexual intercourse,numeric_mean_shift,,,0.49947015188979194,5.682685168240056,False,17.026845637583893,17.526315789473685,2.841342584120028,2.0,evaluated,,,,,2026-05-08
Num of pregnancies,numeric_mean_shift,,,0.18593998317285232,2.8898958042130354,False,2.2877442273534636,2.473684210526316,1.4449479021065177,2.0,evaluated,,,,,2026-05-08
Smokes (years),numeric_mean_shift,,,0.2251400691648766,8.348377098938085,False,1.277771648112245,1.0526315789473684,4.174188549469043,2.0,evaluated,,,,,2026-05-08
Smokes (packs/year),numeric_mean_shift,,,0.1063345331420516,5.168814372783842,False,0.5300187436683674,0.42368421052631583,2.584407186391921,2.0,evaluated,,,,,2026-05-08
Hormonal Contraceptives (years),numeric_mean_shift,,,0.3464565312300192,6.657269590848602,False,2.148561794387914,1.8021052631578949,3.328634795424301,2.0,evaluated,,,,,2026-05-08
IUD (years),numeric_mean_shift,,,0.40641294838145225,3.8999663494184356,False,0.5380314960629922,0.9444444444444444,1.9499831747092178,2.0,evaluated,,,,,2026-05-08
STDs (number),numeric_mean_shift,,,0.02779191692965491,1.1281255676643072,False,0.18568665377176016,0.15789473684210525,0.5640627838321536,2.0,evaluated,,,,,2026-05-08
STDs: Time since first diagnosis,numeric_mean_shift,,,0.2075471698113205,12.29357862754772,False,6.7924528301886795,7.0,6.14678931377386,2.0,evaluated,,,,,2026-05-08
STDs: Time since last diagnosis,numeric_mean_shift,,,0.5849056603773581,11.96426706915961,False,6.415094339622642,7.0,5.982133534579805,2.0,evaluated,,,,,2026-05-08
STDs: Number of diagnosis,numeric_mean_shift,,,0.04070175438596492,0.6264793288460052,False,0.09333333333333334,0.05263157894736842,0.3132396644230026,2.0,evaluated,,,,,2026-05-08
biopsy_positive_probability,prediction_score_shift,,,0.04579228682024872,0.4259344422100742,False,0.38458400504944135,0.43037629186969006,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.5958030834509767,2026-05-08
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
Number of sexual partners,missingness,0.028333333333333332,0.0,0.028333333333333332,0.2,False,,,,,,,,,,2026-05-09
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-09
Num of pregnancies,missingness,0.06166666666666667,0.0,0.06166666666666667,0.2,False,,,,,,,,,,2026-05-09
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-09
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-09
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-09
Hormonal Contraceptives,missingness,0.145,0.05263157894736842,0.09236842105263157,0.2,False,,,,,,,,,,2026-05-09
Hormonal Contraceptives (years),missingness,0.145,0.05263157894736842,0.09236842105263157,0.2,False,,,,,,,,,,2026-05-09
IUD,missingness,0.15333333333333332,0.05263157894736842,0.1007017543859649,0.2,False,,,,,,,,,,2026-05-09
IUD (years),missingness,0.15333333333333332,0.05263157894736842,0.1007017543859649,0.2,False,,,,,,,,,,2026-05-09
STDs,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs (number),missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:condylomatosis,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:syphilis,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:genital herpes,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:AIDS,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:HIV,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:Hepatitis B,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs:HPV,missingness,0.13833333333333334,0.10526315789473684,0.0330701754385965,0.2,False,,,,,,,,,,2026-05-09
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-09
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-09
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-09
Age,numeric_mean_shift,,,1.1574561403508739,16.536893207325036,False,26.841666666666665,25.68421052631579,8.268446603662518,2.0,evaluated,,,,,2026-05-09
Number of sexual partners,numeric_mean_shift,,,0.29547711474225835,2.8426416589727617,False,2.4939965694682678,2.789473684210526,1.4213208294863808,2.0,evaluated,,,,,2026-05-09
First sexual intercourse,numeric_mean_shift,,,0.553161427057578,5.682685168240056,False,17.026845637583893,16.473684210526315,2.841342584120028,2.0,evaluated,,,,,2026-05-09
Num of pregnancies,numeric_mean_shift,,,0.5509021220903056,2.8898958042130354,False,2.2877442273534636,1.736842105263158,1.4449479021065177,2.0,evaluated,,,,,2026-05-09
Smokes (years),numeric_mean_shift,,,0.7748599308351236,8.348377098938085,False,1.277771648112245,2.0526315789473686,4.174188549469043,2.0,evaluated,,,,,2026-05-09
Smokes (packs/year),numeric_mean_shift,,,0.2962970458053168,5.168814372783842,False,0.5300187436683674,0.8263157894736842,2.584407186391921,2.0,evaluated,,,,,2026-05-09
Hormonal Contraceptives (years),numeric_mean_shift,,,0.3181048722787527,6.657269590848602,False,2.148561794387914,2.466666666666667,3.328634795424301,2.0,evaluated,,,,,2026-05-09
IUD (years),numeric_mean_shift,,,0.2602537182852144,3.8999663494184356,False,0.5380314960629922,0.2777777777777778,1.9499831747092178,2.0,evaluated,,,,,2026-05-09
STDs (number),numeric_mean_shift,,,0.12686312435999547,1.1281255676643072,False,0.18568665377176016,0.058823529411764705,0.5640627838321536,2.0,evaluated,,,,,2026-05-09
STDs: Time since first diagnosis,numeric_mean_shift,,,5.7924528301886795,12.29357862754772,False,6.7924528301886795,1.0,6.14678931377386,2.0,evaluated,,,,,2026-05-09
STDs: Time since last diagnosis,numeric_mean_shift,,,5.415094339622642,11.96426706915961,False,6.415094339622642,1.0,5.982133534579805,2.0,evaluated,,,,,2026-05-09
STDs: Number of diagnosis,numeric_mean_shift,,,0.04070175438596492,0.6264793288460052,False,0.09333333333333334,0.05263157894736842,0.3132396644230026,2.0,evaluated,,,,,2026-05-09
biopsy_positive_probability,prediction_score_shift,,,0.04924418120293189,0.4259344422100742,False,0.38458400504944135,0.43382818625237324,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.610657851036346,2026-05-09
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
Number of sexual partners,missingness,0.028333333333333332,0.05263157894736842,0.024298245614035086,0.2,False,,,,,,,,,,2026-05-10
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-10
Num of pregnancies,missingness,0.06166666666666667,0.10526315789473684,0.04359649122807017,0.2,False,,,,,,,,,,2026-05-10
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-10
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-10
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-10
Hormonal Contraceptives,missingness,0.145,0.05263157894736842,0.09236842105263157,0.2,False,,,,,,,,,,2026-05-10
Hormonal Contraceptives (years),missingness,0.145,0.05263157894736842,0.09236842105263157,0.2,False,,,,,,,,,,2026-05-10
IUD,missingness,0.15333333333333332,0.10526315789473684,0.048070175438596485,0.2,False,,,,,,,,,,2026-05-10
IUD (years),missingness,0.15333333333333332,0.10526315789473684,0.048070175438596485,0.2,False,,,,,,,,,,2026-05-10
STDs,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs (number),missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:condylomatosis,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:syphilis,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:genital herpes,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:AIDS,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:HIV,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:Hepatitis B,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs:HPV,missingness,0.13833333333333334,0.05263157894736842,0.08570175438596492,0.2,False,,,,,,,,,,2026-05-10
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-10
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9473684210526315,0.0357017543859649,0.2,False,,,,,,,,,,2026-05-10
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-10
Age,numeric_mean_shift,,,1.4741228070175438,16.536893207325036,False,26.841666666666665,28.31578947368421,8.268446603662518,2.0,evaluated,,,,,2026-05-10
Number of sexual partners,numeric_mean_shift,,,0.006003430531732246,2.8426416589727617,False,2.4939965694682678,2.5,1.4213208294863808,2.0,evaluated,,,,,2026-05-10
First sexual intercourse,numeric_mean_shift,,,0.34157541504768574,5.682685168240056,False,17.026845637583893,17.36842105263158,2.841342584120028,2.0,evaluated,,,,,2026-05-10
Num of pregnancies,numeric_mean_shift,,,0.3593145961759481,2.8898958042130354,False,2.2877442273534636,2.6470588235294117,1.4449479021065177,2.0,evaluated,,,,,2026-05-10
Smokes (years),numeric_mean_shift,,,1.195912562414071,8.348377098938085,False,1.277771648112245,2.473684210526316,4.174188549469043,2.0,evaluated,,,,,2026-05-10
Smokes (packs/year),numeric_mean_shift,,,0.07738716472099894,5.168814372783842,False,0.5300187436683674,0.4526315789473685,2.584407186391921,2.0,evaluated,,,,,2026-05-10
Hormonal Contraceptives (years),numeric_mean_shift,,,0.08199376116764112,6.657269590848602,False,2.148561794387914,2.230555555555555,3.328634795424301,2.0,evaluated,,,,,2026-05-10
IUD (years),numeric_mean_shift,,,0.5207920333487726,3.8999663494184356,False,0.5380314960629922,1.0588235294117647,1.9499831747092178,2.0,evaluated,,,,,2026-05-10
STDs (number),numeric_mean_shift,,,0.07457554266064906,1.1281255676643072,False,0.18568665377176016,0.1111111111111111,0.5640627838321536,2.0,evaluated,,,,,2026-05-10
STDs: Time since first diagnosis,numeric_mean_shift,,,4.7924528301886795,12.29357862754772,False,6.7924528301886795,2.0,6.14678931377386,2.0,evaluated,,,,,2026-05-10
STDs: Time since last diagnosis,numeric_mean_shift,,,4.415094339622642,11.96426706915961,False,6.415094339622642,2.0,5.982133534579805,2.0,evaluated,,,,,2026-05-10
STDs: Number of diagnosis,numeric_mean_shift,,,0.04070175438596492,0.6264793288460052,False,0.09333333333333334,0.05263157894736842,0.3132396644230026,2.0,evaluated,,,,,2026-05-10
biopsy_positive_probability,prediction_score_shift,,,0.025168571930877237,0.4259344422100742,False,0.38458400504944135,0.4097525769803186,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.5958030834509767,2026-05-10
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-11
Number of sexual partners,missingness,0.028333333333333332,0.05263157894736842,0.024298245614035086,0.2,False,,,,,,,,,,2026-05-11
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-11
Num of pregnancies,missingness,0.06166666666666667,0.0,0.06166666666666667,0.2,False,,,,,,,,,,2026-05-11
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-11
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-11
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-11
Hormonal Contraceptives,missingness,0.145,0.0,0.145,0.2,False,,,,,,,,,,2026-05-11
Hormonal Contraceptives (years),missingness,0.145,0.0,0.145,0.2,False,,,,,,,,,,2026-05-11
IUD,missingness,0.15333333333333332,0.0,0.15333333333333332,0.2,False,,,,,,,,,,2026-05-11
IUD (years),missingness,0.15333333333333332,0.0,0.15333333333333332,0.2,False,,,,,,,,,,2026-05-11
STDs,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs (number),missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:syphilis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:genital herpes,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:AIDS,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:HIV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:Hepatitis B,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs:HPV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-11
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-11
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.8947368421052632,0.01692982456140346,0.2,False,,,,,,,,,,2026-05-11
