feature,drift_type,baseline_missing_rate,batch_missing_rate,absolute_difference,threshold,drift_flag,baseline_mean,batch_mean,baseline_std,std_multiplier,status,baseline_median,batch_median,baseline_p90,batch_p90,batch_date
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-15
Num of pregnancies,missingness,0.06166666666666667,0.05555555555555555,0.006111111111111116,0.2,False,,,,,,,,,,2026-05-15
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-15
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-15
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-15
Hormonal Contraceptives,missingness,0.145,0.05555555555555555,0.08944444444444444,0.2,False,,,,,,,,,,2026-05-15
Hormonal Contraceptives (years),missingness,0.145,0.05555555555555555,0.08944444444444444,0.2,False,,,,,,,,,,2026-05-15
IUD,missingness,0.15333333333333332,0.05555555555555555,0.09777777777777777,0.2,False,,,,,,,,,,2026-05-15
IUD (years),missingness,0.15333333333333332,0.05555555555555555,0.09777777777777777,0.2,False,,,,,,,,,,2026-05-15
STDs,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs (number),missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:syphilis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:genital herpes,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:AIDS,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:HIV,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:Hepatitis B,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs:HPV,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-15
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-15
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.8888888888888888,0.022777777777777786,0.2,False,,,,,,,,,,2026-05-15
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.8888888888888888,0.022777777777777786,0.2,False,,,,,,,,,,2026-05-15
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-15
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-15
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-15
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-15
Age,numeric_mean_shift,,,1.8805555555555564,16.536893207325036,False,26.841666666666665,28.72222222222222,8.268446603662518,2.0,evaluated,,,,,2026-05-15
Number of sexual partners,numeric_mean_shift,,,0.1171145416428434,2.8426416589727617,False,2.4939965694682678,2.611111111111111,1.4213208294863808,2.0,evaluated,,,,,2026-05-15
First sexual intercourse,numeric_mean_shift,,,0.08240119313945016,5.682685168240056,False,17.026845637583893,16.944444444444443,2.841342584120028,2.0,evaluated,,,,,2026-05-15
Num of pregnancies,numeric_mean_shift,,,0.0651969491171247,2.8898958042130354,False,2.2877442273534636,2.3529411764705883,1.4449479021065177,2.0,evaluated,,,,,2026-05-15
Smokes (years),numeric_mean_shift,,,1.151828708723356,8.348377098938085,False,1.277771648112245,0.12594293938888887,4.174188549469043,2.0,evaluated,,,,,2026-05-15
Smokes (packs/year),numeric_mean_shift,,,0.49039640324058964,5.168814372783842,False,0.5300187436683674,0.03962234042777778,2.584407186391921,2.0,evaluated,,,,,2026-05-15
Hormonal Contraceptives (years),numeric_mean_shift,,,2.1202617350238504,6.657269590848602,False,2.148561794387914,4.2688235294117645,3.328634795424301,2.0,evaluated,,,,,2026-05-15
IUD (years),numeric_mean_shift,,,0.12156090782769802,3.8999663494184356,False,0.5380314960629922,0.41647058823529415,1.9499831747092178,2.0,evaluated,,,,,2026-05-15
STDs (number),numeric_mean_shift,,,0.10843099328706338,1.1281255676643072,False,0.18568665377176016,0.29411764705882354,0.5640627838321536,2.0,evaluated,,,,,2026-05-15
STDs: Time since first diagnosis,numeric_mean_shift,,,4.2075471698113205,12.29357862754772,False,6.7924528301886795,11.0,6.14678931377386,2.0,evaluated,,,,,2026-05-15
STDs: Time since last diagnosis,numeric_mean_shift,,,4.584905660377358,11.96426706915961,False,6.415094339622642,11.0,5.982133534579805,2.0,evaluated,,,,,2026-05-15
STDs: Number of diagnosis,numeric_mean_shift,,,0.017777777777777767,0.6264793288460052,False,0.09333333333333334,0.1111111111111111,0.3132396644230026,2.0,evaluated,,,,,2026-05-15
biopsy_positive_probability,prediction_score_shift,,,0.037897874325113545,0.4259344422100742,False,0.38458400504944135,0.4224818793745549,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.5958030834509767,2026-05-15
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
Number of sexual partners,missingness,0.028333333333333332,0.1111111111111111,0.08277777777777777,0.2,False,,,,,,,,,,2026-05-16
First sexual intercourse,missingness,0.006666666666666667,0.05555555555555555,0.048888888888888885,0.2,False,,,,,,,,,,2026-05-16
Num of pregnancies,missingness,0.06166666666666667,0.1111111111111111,0.04944444444444444,0.2,False,,,,,,,,,,2026-05-16
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-16
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-16
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-16
Hormonal Contraceptives,missingness,0.145,0.16666666666666666,0.021666666666666667,0.2,False,,,,,,,,,,2026-05-16
Hormonal Contraceptives (years),missingness,0.145,0.16666666666666666,0.021666666666666667,0.2,False,,,,,,,,,,2026-05-16
IUD,missingness,0.15333333333333332,0.2222222222222222,0.06888888888888889,0.2,False,,,,,,,,,,2026-05-16
IUD (years),missingness,0.15333333333333332,0.2222222222222222,0.06888888888888889,0.2,False,,,,,,,,,,2026-05-16
STDs,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs (number),missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:condylomatosis,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:syphilis,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:genital herpes,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:AIDS,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:HIV,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:Hepatitis B,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs:HPV,missingness,0.13833333333333334,0.2222222222222222,0.08388888888888887,0.2,False,,,,,,,,,,2026-05-16
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-16
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-16
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-16
Age,numeric_mean_shift,,,0.8972222222222221,16.536893207325036,False,26.841666666666665,25.944444444444443,8.268446603662518,2.0,evaluated,,,,,2026-05-16
Number of sexual partners,numeric_mean_shift,,,0.38100343053173225,2.8426416589727617,False,2.4939965694682678,2.875,1.4213208294863808,2.0,evaluated,,,,,2026-05-16
First sexual intercourse,numeric_mean_shift,,,0.9680221081721285,5.682685168240056,False,17.026845637583893,16.058823529411764,2.841342584120028,2.0,evaluated,,,,,2026-05-16
Num of pregnancies,numeric_mean_shift,,,0.2877442273534636,2.8898958042130354,False,2.2877442273534636,2.0,1.4449479021065177,2.0,evaluated,,,,,2026-05-16
Smokes (years),numeric_mean_shift,,,0.2222160925566894,8.348377098938085,False,1.277771648112245,1.0555555555555556,4.174188549469043,2.0,evaluated,,,,,2026-05-16
Smokes (packs/year),numeric_mean_shift,,,0.16057429922392297,5.168814372783842,False,0.5300187436683674,0.36944444444444446,2.584407186391921,2.0,evaluated,,,,,2026-05-16
Hormonal Contraceptives (years),numeric_mean_shift,,,4.018104872278753,6.657269590848602,False,2.148561794387914,6.166666666666667,3.328634795424301,2.0,evaluated,,,,,2026-05-16
IUD (years),numeric_mean_shift,,,0.4844600674915636,3.8999663494184356,False,0.5380314960629922,0.05357142857142857,1.9499831747092178,2.0,evaluated,,,,,2026-05-16
STDs (number),numeric_mean_shift,,,0.10002763194252554,1.1281255676643072,False,0.18568665377176016,0.2857142857142857,0.5640627838321536,2.0,evaluated,,,,,2026-05-16
STDs: Time since first diagnosis,numeric_mean_shift,,,3.7924528301886795,12.29357862754772,False,6.7924528301886795,3.0,6.14678931377386,2.0,evaluated,,,,,2026-05-16
STDs: Time since last diagnosis,numeric_mean_shift,,,3.415094339622642,11.96426706915961,False,6.415094339622642,3.0,5.982133534579805,2.0,evaluated,,,,,2026-05-16
STDs: Number of diagnosis,numeric_mean_shift,,,0.037777777777777785,0.6264793288460052,False,0.09333333333333334,0.05555555555555555,0.3132396644230026,2.0,evaluated,,,,,2026-05-16
biopsy_positive_probability,prediction_score_shift,,,0.010663514404628094,0.4259344422100742,False,0.38458400504944135,0.39524751945406944,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.6180852348290308,2026-05-16
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
Number of sexual partners,missingness,0.028333333333333332,0.05555555555555555,0.02722222222222222,0.2,False,,,,,,,,,,2026-05-17
First sexual intercourse,missingness,0.006666666666666667,0.05555555555555555,0.048888888888888885,0.2,False,,,,,,,,,,2026-05-17
Num of pregnancies,missingness,0.06166666666666667,0.05555555555555555,0.006111111111111116,0.2,False,,,,,,,,,,2026-05-17
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-17
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-17
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-17
Hormonal Contraceptives,missingness,0.145,0.05555555555555555,0.08944444444444444,0.2,False,,,,,,,,,,2026-05-17
Hormonal Contraceptives (years),missingness,0.145,0.05555555555555555,0.08944444444444444,0.2,False,,,,,,,,,,2026-05-17
IUD,missingness,0.15333333333333332,0.05555555555555555,0.09777777777777777,0.2,False,,,,,,,,,,2026-05-17
IUD (years),missingness,0.15333333333333332,0.05555555555555555,0.09777777777777777,0.2,False,,,,,,,,,,2026-05-17
STDs,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs (number),missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:syphilis,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:genital herpes,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:AIDS,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:HIV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:Hepatitis B,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs:HPV,missingness,0.13833333333333334,0.0,0.13833333333333334,0.2,False,,,,,,,,,,2026-05-17
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-17
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-17
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-17
Age,numeric_mean_shift,,,0.158333333333335,16.536893207325036,False,26.841666666666665,27.0,8.268446603662518,2.0,evaluated,,,,,2026-05-17
Number of sexual partners,numeric_mean_shift,,,0.023408334174150003,2.8426416589727617,False,2.4939965694682678,2.4705882352941178,1.4213208294863808,2.0,evaluated,,,,,2026-05-17
First sexual intercourse,numeric_mean_shift,,,0.737860244769049,5.682685168240056,False,17.026845637583893,17.764705882352942,2.841342584120028,2.0,evaluated,,,,,2026-05-17
Num of pregnancies,numeric_mean_shift,,,0.22892069794169911,2.8898958042130354,False,2.2877442273534636,2.0588235294117645,1.4449479021065177,2.0,evaluated,,,,,2026-05-17
Smokes (years),numeric_mean_shift,,,0.7222160925566894,8.348377098938085,False,1.277771648112245,0.5555555555555556,4.174188549469043,2.0,evaluated,,,,,2026-05-17
Smokes (packs/year),numeric_mean_shift,,,0.11335207700170075,5.168814372783842,False,0.5300187436683674,0.4166666666666667,2.584407186391921,2.0,evaluated,,,,,2026-05-17
Hormonal Contraceptives (years),numeric_mean_shift,,,1.179085264435615,6.657269590848602,False,2.148561794387914,3.327647058823529,3.328634795424301,2.0,evaluated,,,,,2026-05-17
IUD (years),numeric_mean_shift,,,0.5380314960629922,3.8999663494184356,False,0.5380314960629922,0.0,1.9499831747092178,2.0,evaluated,,,,,2026-05-17
STDs (number),numeric_mean_shift,,,0.1301310982162046,1.1281255676643072,False,0.18568665377176016,0.05555555555555555,0.5640627838321536,2.0,evaluated,,,,,2026-05-17
STDs: Time since first diagnosis,numeric_mean_shift,,,1.2075471698113205,12.29357862754772,False,6.7924528301886795,8.0,6.14678931377386,2.0,evaluated,,,,,2026-05-17
STDs: Time since last diagnosis,numeric_mean_shift,,,1.5849056603773581,11.96426706915961,False,6.415094339622642,8.0,5.982133534579805,2.0,evaluated,,,,,2026-05-17
STDs: Number of diagnosis,numeric_mean_shift,,,0.037777777777777785,0.6264793288460052,False,0.09333333333333334,0.05555555555555555,0.3132396644230026,2.0,evaluated,,,,,2026-05-17
biopsy_positive_probability,prediction_score_shift,,,0.017300076295720723,0.4259344422100742,False,0.38458400504944135,0.40188408134516207,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.4060185232477316,2026-05-17
Age,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-18
Number of sexual partners,missingness,0.028333333333333332,0.0,0.028333333333333332,0.2,False,,,,,,,,,,2026-05-18
First sexual intercourse,missingness,0.006666666666666667,0.0,0.006666666666666667,0.2,False,,,,,,,,,,2026-05-18
Num of pregnancies,missingness,0.06166666666666667,0.0,0.06166666666666667,0.2,False,,,,,,,,,,2026-05-18
Smokes,missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-18
Smokes (years),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-18
Smokes (packs/year),missingness,0.02,0.0,0.02,0.2,False,,,,,,,,,,2026-05-18
Hormonal Contraceptives,missingness,0.145,0.1111111111111111,0.033888888888888885,0.2,False,,,,,,,,,,2026-05-18
Hormonal Contraceptives (years),missingness,0.145,0.1111111111111111,0.033888888888888885,0.2,False,,,,,,,,,,2026-05-18
IUD,missingness,0.15333333333333332,0.1111111111111111,0.04222222222222222,0.2,False,,,,,,,,,,2026-05-18
IUD (years),missingness,0.15333333333333332,0.1111111111111111,0.04222222222222222,0.2,False,,,,,,,,,,2026-05-18
STDs,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs (number),missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:syphilis,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:genital herpes,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:AIDS,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:HIV,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:Hepatitis B,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs:HPV,missingness,0.13833333333333334,0.05555555555555555,0.08277777777777778,0.2,False,,,,,,,,,,2026-05-18
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-18
